query,checkRet,score,index,syntacticIds,semanticIds,newRet,newScore,newIndex,newSyntacticIds,newSemanticIds,error,remark,
量比＞3倍，换手率＞5%,量比>3倍_&_最新换手率>5%,80,量比_&_最新换手率,248_&_248,161_&_161,量比>3倍_&_最新换手率>5%,100,量比{}_&_最新换手率{},248_&_248,161_&_161,指标发生变化,当前指标为：量比{}_&_最新换手率{}
和晶科技市盈率,股票简称是和晶科技_&_市盈率(pe),80,市盈率(pe),STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,和晶科技_&_市盈率(pe),100,股票简称{}_&_市盈率(pe){},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_市盈率(pe){}
和晶科技peg,股票简称是和晶科技_&_历史peg值,80,历史peg值,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,和晶科技_&_历史peg值,100,股票简称{}_&_历史peg值{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_历史peg值{}
2013年1季报业绩超预期,2013年1季报的业绩超预期,100,业绩超预期,FREE_VAR,FREE_VAR,2013年1季报的业绩超预期,100,业绩超预期{报告期:2013年1季报},FREE_VAR,FREE_VAR,指标发生变化,当前指标为：业绩超预期{报告期:2013年1季报}
macd大于0量比大于1,macd>0_&_量比>1,80,macd_&_量比,9_&_9,9_&_9,macd>0_&_最新量比>1,100,macd{}_&_最新量比{},9_&_9,9_&_9,指标发生变化,当前指标为：macd{}_&_最新量比{}
联化科技每股分红送转,股票简称是联化科技_&_每股股利(税前),80,每股股利(税前),STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,联化科技_&_每股分红送转,100,股票简称{}_&_每股分红送转{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_每股分红送转{}
成交金额连续3天在2000万元以上,连续3天的成交额>20000000元,90,成交额,190,9,连续3天的成交额>20000000元,82,成交额{交易日期:连续3天},193,9,指标发生变化,当前指标为：成交额{交易日期:连续3天}
价格<1.8元,最新价<1.8元,80,最新价,245,8,收盘价<1.8元,100,收盘价{},245,8,指标发生变化,当前指标为：收盘价{}
雅化集团销售毛利率,股票简称是雅化集团_&_销售毛利率,80,销售毛利率,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,雅化集团_&_销售毛利率,100,股票简称{}_&_销售毛利率{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_销售毛利率{}
4元以下，流通盘4亿以下,最新价<4元_&_流通a股<400000000,80,最新价_&_流通a股,181_&_181,8_&_8,最新价<4元_&_流通a股<400000000,100,最新价{}_&_流通a股{},181_&_181,8_&_8,指标发生变化,当前指标为：最新价{}_&_流通a股{}
尚荣医疗总股本,股票简称是尚荣医疗_&_总股本,80,总股本,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,尚荣医疗_&_总股本,100,股票简称{}_&_总股本{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_总股本{}
换手率＜1%,最新换手率<1%,80,最新换手率,15,13,最新换手率<1%,100,最新换手率{},15,13,指标发生变化,当前指标为：最新换手率{}
联化科技户均持股数季度增长率,股票简称是联化科技_&_户均持股数季度增长率,80,户均持股数季度增长率,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,联化科技_&_户均持股数季度增长率,100,股票简称{}_&_户均持股数季度增长率{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_户均持股数季度增长率{}
每股净资产大于5元 股价大于20元,每股净资产bps>5元_&_最新价>20元,80,每股净资产bps_&_最新价,9_&_9,9_&_9,每股净资产bps>5元_&_收盘价>20元,100,每股净资产bps{}_&_收盘价{},9_&_9,9_&_9,指标发生变化,当前指标为：每股净资产bps{}_&_收盘价{}
珠海港市盈率,股票简称是珠海港_&_市盈率(pe),80,市盈率(pe),STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,珠海港_&_市盈率(pe),100,股票简称{}_&_市盈率(pe){},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_市盈率(pe){}
珠海港预测PEG,股票简称是珠海港_&_预测peg值,80,预测peg值,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,珠海港_&_预测peg值,100,股票简称{}_&_预测peg值{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_预测peg值{}
珠海港peg,股票简称是珠海港_&_历史peg值,80,历史peg值,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,珠海港_&_历史peg值,100,股票简称{}_&_历史peg值{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_历史peg值{}
当前股价小于20元,最新价<20元,86,最新价,245,8,最新价<20元,86,最新价{},245,8,指标发生变化,当前指标为：最新价{}
创新低 股价小于16元 KDJ金叉,最新收盘价创新低_&_最新价<16元_&_kdj金叉,80,收盘价_&_最新价_&_kdj,434_&_245_&_76,1039_&_8_&_68,最新价<16元_&_kdj金叉,86,最新价{}_&_kdj{},245_&_76,8_&_68,语义不同,当前语义号为：8_&_68;句式号为：245_&_76
光线传媒每股未分配利润,股票简称是光线传媒_&_每股未分配利润,80,每股未分配利润,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,光线传媒_&_每股未分配利润,100,股票简称{}_&_每股未分配利润{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_每股未分配利润{}
振东制药总股本,股票简称是振东制药_&_总股本,80,总股本,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,振东制药_&_总股本,100,股票简称{}_&_总股本{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_总股本{}
北京 建设,省份是北京_&_主营产品名称是建设,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,北京_&_建设,100,注册地址{}_&_经营范围{},STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,指标发生变化,当前指标为：注册地址{}_&_经营范围{}
汉王科技市盈率,股票简称是汉王科技_&_市盈率(pe),80,市盈率(pe),STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,汉王科技_&_市盈率(pe),100,股票简称{}_&_市盈率(pe){},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_市盈率(pe){}
10天跌幅＞10,10天的区间涨跌幅<-10,80,涨跌幅,443,1029,10天的区间涨跌幅<-10,100,区间涨跌幅{+区间:10天},443,1029,指标发生变化,当前指标为：区间涨跌幅{+区间:10天}
舟山，海洋经济,城市是舟山_&_所属概念是海洋经济,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,舟山_&_海洋经济,100,城市{}_&_所属概念{},STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,指标发生变化,当前指标为：城市{}_&_所属概念{}
北京 水利,省份是北京_&_所属概念是水利,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,北京_&_水利,100,注册地址{}_&_所属概念{},STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,指标发生变化,当前指标为：注册地址{}_&_所属概念{}
北京 污水,省份是北京_&_主营产品名称是污水,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,北京_&_污水,100,注册地址{}_&_经营范围{},STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,指标发生变化,当前指标为：注册地址{}_&_经营范围{}
户均持股比例，所属行业,户均持股比例_&_所属申万行业,80,户均持股比例_&_所属申万行业,FREE_VAR_&_FREE_VAR,FREE_VAR_&_FREE_VAR,户均持股比例_&_所属申万行业,100,户均持股比例{}_&_所属申万行业{},FREE_VAR_&_FREE_VAR,FREE_VAR_&_FREE_VAR,指标发生变化,当前指标为：户均持股比例{}_&_所属申万行业{}
2013年半年报户均持股比例，所属行业,2013年半年报的户均持股比例_&_所属申万行业,84,户均持股比例_&_所属申万行业,FREE_VAR_&_FREE_VAR,FREE_VAR_&_FREE_VAR,2013年半年报的户均持股比例_&_所属申万行业,100,户均持股比例{报告期:2013年半年报}_&_所属申万行业{},FREE_VAR_&_FREE_VAR,FREE_VAR_&_FREE_VAR,指标发生变化,当前指标为：户均持股比例{报告期:2013年半年报}_&_所属申万行业{}
湖北能源户均持股数季度增长率,股票简称是湖北能源_&_户均持股数季度增长率,80,户均持股数季度增长率,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,湖北能源_&_户均持股数季度增长率,100,股票简称{}_&_户均持股数季度增长率{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_户均持股数季度增长率{}
2013年7月31日跌幅超过7%,2013年7月31日的涨跌幅<-7%,80,涨跌幅,427,1037,2013年7月31日的涨跌幅<-7%,100,涨跌幅{交易日期:2013年7月31日},427,1037,指标发生变化,当前指标为：涨跌幅{交易日期:2013年7月31日}
博通股份,股票简称是博通股份,80,null,STR_INSTANCE,STR_INSTANCE,博通股份,100,股票简称{},STR_INSTANCE,STR_INSTANCE,指标发生变化,当前指标为：股票简称{}
国统股份,股票简称是国统股份,80,null,STR_INSTANCE,STR_INSTANCE,国统股份,100,股票简称{},STR_INSTANCE,STR_INSTANCE,指标发生变化,当前指标为：股票简称{}
科恒股份应收账款周转率,股票简称是科恒股份_&_应收账款周转率,80,应收账款周转率,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,科恒股份_&_应收账款周转率,100,股票简称{}_&_应收账款周转率{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_应收账款周转率{}
市盈率低于30 价格小于10元,市盈率(pe)<30_&_最新价<10元,80,市盈率(pe)_&_最新价,245_&_245,8_&_8,市盈率(pe)<30_&_收盘价<10元,100,市盈率(pe){}_&_收盘价{},245_&_245,8_&_8,指标发生变化,当前指标为：市盈率(pe){}_&_收盘价{}
和晶科技网宿科技,股票简称是和晶科技_&_股票简称是网宿科技,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,和晶科技网宿科技,100,股票简称{},STR_INSTANCE,STR_INSTANCE,语义不同,当前语义号为：STR_INSTANCE;句式号为：STR_INSTANCE
EPS近两年保持增长,近2年的基本每股收益(同比增长率)>0%,90,基本每股收益(同比增长率),824,161,近2年的基本每股收益(同比增长率)>0%,80,基本每股收益(同比增长率){报告期:近2年},824,161,指标发生变化,当前指标为：基本每股收益(同比增长率){报告期:近2年}
西北轴承总股本,股票简称是西北轴承_&_总股本,80,总股本,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,西北轴承_&_总股本,100,股票简称{}_&_总股本{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_总股本{}
多头排列，长下影线,多头排列_&_长下影线,80,长下影线,203_&_FREE_VAR,919_&_FREE_VAR,多头排列_&_长下影线,100,长下影线{},203_&_FREE_VAR,919_&_FREE_VAR,指标发生变化,当前指标为：长下影线{}
8月3日股权登记日，流通盘<1亿股,8月3日的股权登记日_&_流通a股<100000000股,85,股权登记日_&_流通a股,FREE_VAR_&_245,FREE_VAR_&_8,股权登记日是8月3日_&_流通a股<100000000股,100,股权登记日{}_&_流通a股{},KEY_VALUE_&_245,KEY_VALUE_&_8,语义不同,当前语义号为：KEY_VALUE_&_8;句式号为：KEY_VALUE_&_245
后5日股权登记日，流通盘<1亿股,后5日的股权登记日_&_流通a股<100000000股,85,股权登记日_&_流通a股,FREE_VAR_&_245,FREE_VAR_&_8,股权登记日是后5日_&_流通a股<100000000股,100,股权登记日{}_&_流通a股{},KEY_VALUE_&_245,KEY_VALUE_&_8,语义不同,当前语义号为：KEY_VALUE_&_8;句式号为：KEY_VALUE_&_245
KDJ低位金叉，KDJ买入信号,kdj低位金叉_&_kdj买入信号,80,kdj_&_kdj,43_&_102,40_&_84,kdj低位金叉_&_kdj买入信号,100,kdj{}_&_kdj{},43_&_102,40_&_84,指标发生变化,当前指标为：kdj{}_&_kdj{}
中国南车中国南车,股票简称是中国南车_&_股票简称是中国南车,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,中国南车中国南车,100,股票简称{},STR_INSTANCE,STR_INSTANCE,语义不同,当前语义号为：STR_INSTANCE;句式号为：STR_INSTANCE
创业板 市盈率<25,股票市场类型是创业板_&_市盈率(pe)<25,80,市盈率(pe),STR_INSTANCE_&_245,STR_INSTANCE_&_8,创业板_&_市盈率(pe)<25,100,股票市场类型{}_&_市盈率(pe){},STR_INSTANCE_&_245,STR_INSTANCE_&_8,指标发生变化,当前指标为：股票市场类型{}_&_市盈率(pe){}
张建卫,姓名是张建卫,80,null,STR_INSTANCE,STR_INSTANCE,张建卫,100,姓名{},STR_INSTANCE,STR_INSTANCE,指标发生变化,当前指标为：姓名{}
股东数少于3000人,股东户数<3000人,80,股东户数,245,8,股东户数<3000人,100,股东户数{},245,8,指标发生变化,当前指标为：股东户数{}
房地产 低位,所属申万行业是房地产_&_行情收盘价低位,80,行情收盘价,STR_INSTANCE_&_222,STR_INSTANCE_&_115,房地产_&_行情收盘价低位,100,所属申万行业{}_&_行情收盘价{},STR_INSTANCE_&_222,STR_INSTANCE_&_115,指标发生变化,当前指标为：所属申万行业{}_&_行情收盘价{}
总资产周转率 >1,总资产周转率>1,80,总资产周转率,9,9,总资产周转率>1,90,总资产周转率{},9,9,指标发生变化,当前指标为：总资产周转率{}
KDJ低位金叉，振幅小于4,kdj低位金叉_&_振幅<4,80,kdj_&_振幅,43_&_245,40_&_8,kdj低位金叉_&_最新振幅<4,100,kdj{}_&_最新振幅{},43_&_245,40_&_8,指标发生变化,当前指标为：kdj{}_&_最新振幅{}
跳空小阳线,跳空高开_&_小阳线,80,跳空高开_&_小阳线,FREE_VAR_&_FREE_VAR,FREE_VAR_&_FREE_VAR,跳空高开_&_小阳线,100,跳空高开{}_&_小阳线{},FREE_VAR_&_FREE_VAR,FREE_VAR_&_FREE_VAR,指标发生变化,当前指标为：跳空高开{}_&_小阳线{}
流动比率大于2，,流动比率>2,80,流动比率,9,9,流动比率>2,100,流动比率{},9,9,指标发生变化,当前指标为：流动比率{}
参股券商 页岩气,所属概念是参股券商_&_所属概念是页岩气,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,参股券商;页岩气,100,所属概念{},STR_INSTANCE,STR_INSTANCE,语义不同,当前语义号为：STR_INSTANCE;句式号为：STR_INSTANCE
流动比率大于2，速动比率大于1900192,流动比率>2_&_速动比率>1900192,80,流动比率_&_速动比率,9_&_9,9_&_9,流动比率>2_&_速动比率>1900192,100,流动比率{}_&_速动比率{},9_&_9,9_&_9,指标发生变化,当前指标为：流动比率{}_&_速动比率{}
库存 大于 营业收入,存货>营业收入,80,存货_&_营业收入,162,10,存货>营业收入,80,存货{}_&_营业收入{},162,10,指标发生变化,当前指标为：存货{}_&_营业收入{}
KDJ二次金叉，振幅小于2,kdj二次金叉_&_振幅<2,80,kdj_&_振幅,39_&_245,36_&_8,kdj二次金叉_&_最新振幅<2,100,kdj{}_&_最新振幅{},39_&_245,36_&_8,指标发生变化,当前指标为：kdj{}_&_最新振幅{}
创业板 底部,股票市场类型是创业板_&_行情收盘价低位,80,行情收盘价,STR_INSTANCE_&_222,STR_INSTANCE_&_115,创业板_&_行情收盘价低位,100,股票市场类型{}_&_行情收盘价{},STR_INSTANCE_&_222,STR_INSTANCE_&_115,指标发生变化,当前指标为：股票市场类型{}_&_行情收盘价{}
银行电子,所属申万行业是银行_&_所属申万行业是电子,80,,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,银行电子,100,所属申万行业{},STR_INSTANCE,STR_INSTANCE,语义不同,当前语义号为：STR_INSTANCE;句式号为：STR_INSTANCE
一年地量,1年的地量,86,地量,FREE_VAR,FREE_VAR,1年的地量,100,地量{区间:1年},FREE_VAR,FREE_VAR,指标发生变化,当前指标为：地量{区间:1年}
稀土永磁净资产收益率3年大于15%,所属概念是稀土永磁_&_3年的净资产收益率roe(摊薄;公布值)>15%,90,净资产收益率roe(摊薄;公布值),STR_INSTANCE_&_248,STR_INSTANCE_&_161,稀土永磁_&_3年的净资产收益率roe(摊薄;公布值)>15%,100,所属概念{}_&_净资产收益率roe(摊薄;公布值){报告期:3年},STR_INSTANCE_&_248,STR_INSTANCE_&_161,指标发生变化,当前指标为：所属概念{}_&_净资产收益率roe(摊薄;公布值){报告期:3年}
资金流出 大于3000万,资金流出>30000000,80,资金流出,9,9,最新资金流出>30000000,90,最新资金流出{},9,9,指标发生变化,当前指标为：最新资金流出{}
智能穿戴 dde,所属概念是智能穿戴_&_dde大单净额,80,dde大单净额,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,智能穿戴_&_最新dde大单净额,100,所属概念{}_&_最新dde大单净额{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：所属概念{}_&_最新dde大单净额{}
江西铜业 JXTY,股票简称是江西铜业_&_股票简称是江西铜业,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,江西铜业;江西铜业,100,股票简称{},STR_INSTANCE,STR_INSTANCE,语义不同,当前语义号为：STR_INSTANCE;句式号为：STR_INSTANCE
DPO7月31日发出买入信号，,7月31日的dpo买入信号,81,dpo,102,84,7月31日的dpo买入信号,95,dpo{交易日期:7月31日},102,84,指标发生变化,当前指标为：dpo{交易日期:7月31日}
上海浦东建设,所属概念是浦东新区_&_主营产品名称是建设,80,null,STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,浦东新区_&_建设,100,所属概念{}_&_经营范围{},STR_INSTANCE_&_STR_INSTANCE,STR_INSTANCE_&_STR_INSTANCE,指标发生变化,当前指标为：所属概念{}_&_经营范围{}
市盈率低于150,市盈率(pe)<150,80,市盈率(pe),245,8,市盈率(pe)<150,100,市盈率(pe){},245,8,指标发生变化,当前指标为：市盈率(pe){}
海工裝备,所属概念是海工装备,80,null,STR_INSTANCE,STR_INSTANCE,海工装备,100,所属概念{},STR_INSTANCE,STR_INSTANCE,指标发生变化,当前指标为：所属概念{}
海工裝备 龙头,海工装备概念龙头,80,null,1129,1405,海工装备_&_概念龙头,100,所属概念{},STR_INSTANCE_&_1132,STR_INSTANCE_&_1411,语义不同,当前语义号为：STR_INSTANCE_&_1411;句式号为：STR_INSTANCE_&_1132
流通盘在2000万以下,流通a股<20000000,80,流通a股,394,8,流通a股<20000000,100,流通a股{},394,8,指标发生变化,当前指标为：流通a股{}
南洋科技每股现金流量净额,股票简称是南洋科技_&_每股现金流量净额,80,每股现金流量净额,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,南洋科技_&_每股现金流量净额,100,股票简称{}_&_每股现金流量净额{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_每股现金流量净额{}
bias指标创新低,bias创新低,80,bias,434,1039,bias指标创新低,100,bias{},1355,995,语义不同,当前语义号为：995;句式号为：1355
所属申万行业包含公用事业,所属申万行业包含公用事业,80,所属申万行业,684,1306,所属申万行业包含公用事业,100,所属申万行业{},256,1306,指标发生变化,当前指标为：所属申万行业{}
市盈率低于50股价大于10,市盈率(pe)<50_&_最新价>10,80,市盈率(pe)_&_最新价,245_&_9,8_&_9,市盈率(pe)<50_&_收盘价>10,100,市盈率(pe){}_&_收盘价{},245_&_9,8_&_9,指标发生变化,当前指标为：市盈率(pe){}_&_收盘价{}
5日换手率大于20%，15日涨幅小于5%，,5日的区间换手率>20%_&_15日的区间涨跌幅<5%,90,区间换手率_&_涨跌幅,248_&_423,161_&_1074,5日的区间换手率>20%_&_15日的区间涨跌幅<5%,100,区间换手率{+区间:5日}_&_区间涨跌幅{+区间:15日},248_&_423,161_&_1074,指标发生变化,当前指标为：区间换手率{+区间:5日}_&_区间涨跌幅{+区间:15日}
东江环保应收账款周转率,股票简称是东江环保_&_应收账款周转率,80,应收账款周转率,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,东江环保_&_应收账款周转率,100,股票简称{}_&_应收账款周转率{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_应收账款周转率{}
污水处理，小盘股,所属概念是污水处理_&_小盘股,80,小盘股,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,污水处理_&_总股本<1亿股,100,所属概念{}_&_总股本,STR_INSTANCE_&_1188,STR_INSTANCE_&_8,语义不同,当前语义号为：STR_INSTANCE_&_8;句式号为：STR_INSTANCE_&_1188
东江环保存货周转率,股票简称是东江环保_&_存货周转率,80,存货周转率,STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,东江环保_&_存货周转率,100,股票简称{}_&_存货周转率{},STR_INSTANCE_&_FREE_VAR,STR_INSTANCE_&_FREE_VAR,指标发生变化,当前指标为：股票简称{}_&_存货周转率{}
污水处理，中盘股，市盈率小于50,所属概念是污水处理_&_中盘股_&_市盈率(pe)<50,80,中盘股_&_市盈率(pe),STR_INSTANCE_&_FREE_VAR_&_245,STR_INSTANCE_&_FREE_VAR_&_8,污水处理_&_中盘股_&_市盈率(pe)<50,100,所属概念{}_&_中盘股{}_&_市盈率(pe){},STR_INSTANCE_&_FREE_VAR_&_245,STR_INSTANCE_&_FREE_VAR_&_8,指标发生变化,当前指标为：所属概念{}_&_中盘股{}_&_市盈率(pe){}
连续3年净利润复合增长率超过47%,连续3年的归属母公司股东的净利润复合年增长率>47%,90,归属母公司股东的净利润复合年增长率,248,161,连续3年的归属母公司股东的净利润复合年增长率>47%,100,归属母公司股东的净利润复合年增长率{#截止年度前推n年:连续3年},248,161,指标发生变化,当前指标为：归属母公司股东的净利润复合年增长率{#截止年度前推n年:连续3年}
